name,online_order,rate,votes,location,cuisines,approx_cost(for two people),Cluster
Ganesh Grand,Yes,3.7,30,Basavanagudi,"South Indian, North Indian, Desserts",300.0,2
Shreyas Upahar & Burger Point,Yes,3.0,7,Basavanagudi,"South Indian, Burger",200.0,0
Coffee Tindi,Yes,3.8,75,Banashankari,"Cafe, South Indian",200.0,2
Little Cafe,Yes,3.7,54,Basavanagudi,"Cafe, Beverages",600.0,2
Mumbai Badam Milk & Lassi Center,Yes,3.6,23,Basavanagudi,"Beverages, Desserts",100.0,2
Sri Krishna Sagar,Yes,3.2,119,Banashankari,"North Indian, Chinese",400.0,0
Mylari Biryani Family Restaurant,Yes,3.7,73,Banashankari,"Biryani, Fast Food",400.0,2
1980s Games Cafe,Yes,3.4,58,Basavanagudi,"Cafe, Fast Food",400.0,0
Kadala Tarangaa,Yes,3.6,129,Banashankari,"Mangalorean, Seafood, North Indian",600.0,2
Namma Biryani,Yes,3.6,24,Banashankari,"Biryani, Chinese, North Indian",250.0,2
Nandhanu's Rasoi,Yes,3.0,175,Kumaraswamy Layout,"Chinese, North Indian",400.0,0
Hotel Pork Paradise,Yes,3.7,21,Mysore Road,South Indian,300.0,2
As On Fire,Yes,3.5,41,South Bangalore,"Pizza, Fast Food, BBQ",400.0,0
J K Fish Land,Yes,3.6,35,Jayanagar,"Seafood, Mangalorean",300.0,2
Curry Leaves,Yes,4.1,176,Basavanagudi,"Andhra, North Indian, Chinese",800.0,2
Lassi Shop,Yes,3.5,45,Banashankari,"Beverages, Ice Cream, Fast Food",300.0,0
Magic Meals,Yes,3.7,47,Jayanagar,"Fast Food, Desserts, Beverages",400.0,2
Desi Cream Junction,Yes,3.7,36,Jayanagar,"Chinese, North Indian, Pizza, Italian",650.0,2
Drunken Monkey,Yes,3.8,52,Kumaraswamy Layout,"Beverages, Fast Food",400.0,2
Ruchi's Corner,Yes,2.7,123,Banashankari,Fast Food,200.0,0
Tandoori Bytes,Yes,3.6,59,Kumaraswamy Layout,North Indian,700.0,2
Bangalore Donne Biriyani,Yes,3.2,4,Kumaraswamy Layout,"South Indian, Biryani",300.0,0
SGS Non Veg - Gundu Pulav,Yes,3.8,101,Banashankari,"Biryani, Fast Food",400.0,2
Keventers,Yes,3.7,54,Banashankari,"Desserts, Beverages, Ice Cream",400.0,2
Navi Food Point,Yes,3.6,22,Basavanagudi,Fast Food,200.0,2
Shawarma Inc,Yes,3.1,31,Banashankari,"Rolls, Lebanese",250.0,0
The Cafe Nuts and Bolts,Yes,3.0,29,Kumaraswamy Layout,"Cafe, Fast Food, Chinese",500.0,0
AM WOW,Yes,3.4,6,Jayanagar,Beverages,100.0,0
Lalbagh Grand,Yes,3.0,22,Basavanagudi,"South Indian, North Indian, Chinese",250.0,0
Funjabi Curries,Yes,2.9,11,Banashankari,North Indian,500.0,0
Eat Repeat,Yes,3.9,101,Basavanagudi,South Indian,150.0,2
Salut,Yes,4.1,442,Jayanagar,"Continental, Finger Food, Seafood, Pizza",1200.0,1
Nammura Donne Biriyani,Yes,3.5,155,Basavanagudi,"Biryani, Fast Food",400.0,0
Lassi Stop,Yes,3.4,12,Banashankari,"Beverages, Fast Food, Juices",150.0,0
Dakshin Kitchen,Yes,3.6,15,Basavanagudi,South Indian,100.0,2
Sri Sai Cafe,Yes,3.5,10,Basavanagudi,South Indian,200.0,0
Sri Sai 99 Variety Dosa,Yes,3.8,25,Banashankari,South Indian,300.0,2
Utsav Restaurant,Yes,3.8,61,Banashankari,"North Indian, Chinese",300.0,2
Crunch and Munch,Yes,3.7,23,Uttarahalli,"Chinese, Street Food, Ice Cream",300.0,2
Food Geek,Yes,3.8,25,Basavanagudi,"Sandwich, Fast Food, Rolls",350.0,2
Sri Krishna Aramane,Yes,3.7,40,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Fast Food",200.0,2
Great Indian Rolls,Yes,3.3,4,Basavanagudi,Rolls,100.0,0
Chats Point,Yes,3.4,8,Basavanagudi,"Fast Food, Street Food",150.0,0
Food Point,Yes,3.5,32,Kumaraswamy Layout,"North Indian, Chinese",300.0,0
Swarga Ruchi,Yes,3.3,10,Basavanagudi,South Indian,200.0,0
Kolkata King,Yes,3.4,6,Basavanagudi,"Fast Food, Rolls",300.0,0
Sandwich Mama's And Frozen Monster,Yes,3.8,53,Jayanagar,"Ice Cream, Beverages, Fast Food",250.0,2
New Rajadhani Spicy,Yes,3.7,67,Kumaraswamy Layout,North Indian,700.0,2
Big Mishra Pedha,Yes,2.9,23,Jayanagar,Mithai,250.0,0
VEGeatz,Yes,3.4,19,Banashankari,"South Indian, North Indian",200.0,0
Foodizo,Yes,3.6,24,Banashankari,"Desserts, Fast Food, Continental",300.0,2
Food Springs,Yes,4.0,232,Jayanagar,"South Indian, Chinese",400.0,2
Chung's Chinese Corner,Yes,3.9,221,Jayanagar,Chinese,700.0,2
Eurasia Pasta and Barbeque by Little Italy,Yes,4.1,1063,Jayanagar,"Italian, Fast Food, Salad, BBQ",1200.0,1
Goli Vada Pav No. 1,Yes,3.7,93,Basavanagudi,Street Food,200.0,2
Ragoo's,Yes,3.9,233,Jayanagar,"Italian, Pizza, North Indian, Salad",800.0,2
Pure & Natural,Yes,3.9,211,Jayanagar,"Fast Food, Continental, Beverages, Salad, Healthy Food",500.0,2
Maiyas,Yes,4.0,1778,Jayanagar,"North Indian, South Indian, Fast Food, Juices",200.0,2
Sip n Dine,Yes,3.6,218,Vijay Nagar,"North Indian, Chinese, South Indian",800.0,2
Cafe Mondo,Yes,3.7,514,Basavanagudi,"Cafe, Italian, Beverages",600.0,2
Jalpaan,Yes,4.0,866,Jayanagar,"North Indian, Continental",900.0,2
Kataria's Pakwan,Yes,3.2,96,Kumaraswamy Layout,North Indian,400.0,0
Juicy Momos,Yes,3.5,80,Banashankari,"Tibetan, Momos",250.0,0
Amande Patisserie,Yes,4.0,73,Basavanagudi,"Bakery, French, Desserts",300.0,2
Anand Sweets and Savouries,Yes,3.9,84,Jayanagar,"Mithai, Street Food",400.0,2
Chicken Hunt,Yes,3.5,88,Banashankari,"South Indian, North Indian, Chinese, Biryani",350.0,0
Swadesh Tadka,Yes,3.5,179,Banashankari,"North Indian, Chinese, Beverages",600.0,0
Cane-O-La,Yes,3.8,61,Basavanagudi,Juices,100.0,2
New Biryani Mane,Yes,3.7,128,Uttarahalli,"North Indian, Chinese, Biryani, South Indian",450.0,2
Upahara Darshini,Yes,3.8,339,Jayanagar,"South Indian, North Indian, Chinese",400.0,2
Karnataka Bhel House,Yes,4.1,449,Basavanagudi,Street Food,100.0,2
Sreeraj Lassi Bar,Yes,4.1,210,Jayanagar,Beverages,150.0,2
Juice Junction Food Court,Yes,3.7,57,Basavanagudi,"Juices, South Indian, Chinese, Fast Food",200.0,2
Bunt's Biriyani Palace,Yes,3.0,213,Banashankari,"North Indian, South Indian, Chinese, Biryani, Seafood",400.0,0
Chai Point,Yes,3.2,208,Jayanagar,"Tea, Beverages, Fast Food",250.0,0
Janahaar,Yes,3.8,70,Banashankari,South Indian,100.0,2
Redberrys,Yes,4.0,219,Basavanagudi,"Cafe, Italian",600.0,2
Utsav,Yes,3.7,59,Banashankari,"North Indian, Street Food",200.0,2
Meat And Eat,Yes,3.1,10,Banashankari,"Fast Food, Burger",500.0,0
Snacks Bite,Yes,3.0,9,Kumaraswamy Layout,"Fast Food, Momos",400.0,0
The Spice Saga,Yes,3.7,124,Kumaraswamy Layout,"Biryani, North Indian, Chinese, Seafood",750.0,2
Dakshin Cafe,Yes,3.7,19,Kumaraswamy Layout,South Indian,100.0,2
Kaulige Millet Corner,Yes,3.3,4,Basavanagudi,"Healthy Food, South Indian",150.0,0
Ifruit Ice Cream,Yes,3.3,4,Kumaraswamy Layout,"Desserts, Ice Cream",150.0,0
Havmor,Yes,3.8,21,Basavanagudi,"Ice Cream, Desserts",200.0,2
Grand Food,Yes,3.4,8,Banashankari,"South Indian, Bakery, Chinese",250.0,0
Dining Hut,Yes,3.5,10,Kumaraswamy Layout,"North Indian, Chinese, South Indian",400.0,0
Desi Swaad,Yes,3.5,10,Kumaraswamy Layout,North Indian,400.0,0
Yummy Momos,Yes,3.2,4,Kumaraswamy Layout,"Momos, Tibetan, Chinese",200.0,0
Masale Daan,Yes,3.1,4,Banashankari,North Indian,350.0,0
Grow Fit,Yes,3.6,16,JP Nagar,"Healthy Food, North Indian, Thai",500.0,2
Lassi Spot,Yes,3.3,4,Kumaraswamy Layout,,100.0,0
Sandwich Hub,Yes,3.4,12,Jayanagar,"Fast Food, Sandwich",300.0,0
Udupi Sri Krishna Cafe,Yes,3.9,14,Jayanagar,"North Indian, South Indian",600.0,2
Starlite Bakery & Fastfood,Yes,3.7,0,Jayanagar,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300.0,2
Veganbreak24x7,Yes,2.8,5,City Market,"South Indian, Chinese, Continental, Biryani",199.0,0
Aadhya Hotel,Yes,3.3,5,Basavanagudi,"South Indian, North Indian, Chinese, Biryani",800.0,0
Dodda Mane Baaduta,Yes,3.5,15,Banashankari,"North Indian, South Indian, Chinese, Biryani",250.0,0
Swadd Kitchen,Yes,3.4,4,Basavanagudi,"North Indian, Fast Food",500.0,0
Happy Chopsticks,Yes,3.6,17,Basavanagudi,"Chinese, Fast Food",300.0,2
Udupi Upachar,Yes,3.3,6,Banashankari,"South Indian, North Indian",500.0,0
Davanagere Benne Dose Hut,Yes,3.4,10,Banashankari,South Indian,100.0,0
Jalsa,Yes,4.1,775,Banashankari,"North Indian, Mughlai, Chinese",800.0,2
Subz,Yes,4.2,2022,Jayanagar,"North Indian, South Indian",1000.0,4
Cafe Shuffle,Yes,4.2,150,Banashankari,"Cafe, Italian, Continental",600.0,2
Mint and Mustard,Yes,4.0,232,Basavanagudi,"North Indian, Chinese",750.0,2
Chinese Square,Yes,3.9,38,Basavanagudi,Chinese,200.0,2
Punjabi Raswada,Yes,3.5,431,Jayanagar,North Indian,800.0,2
Vinny's,Yes,4.2,2115,Banashankari,"Pizza, Italian, Continental, Desserts",800.0,4
Chetty's Corner,Yes,3.4,30,Uttarahalli,"Fast Food, Burger, Pizza",200.0,0
Kapoor's Cafe,Yes,4.2,150,Jayanagar,North Indian,800.0,2
Donne Biryani & Kabab Corner,Yes,3.3,12,Kumaraswamy Layout,"Chinese, Biryani",200.0,0
Sukh Sagar,Yes,3.8,155,Jayanagar,"South Indian, North Indian, Chinese, Street Food",450.0,2
S M V Snacks Corner,Yes,3.7,33,Basavanagudi,Fast Food,200.0,2
Andhra Ruchulu,Yes,4.1,666,Jayanagar,"Andhra, Biryani, North Indian, Chinese",1000.0,2
Steaming Mugs,Yes,3.9,240,Basavanagudi,Cafe,700.0,2
San Churro Cafe,Yes,3.8,918,Banashankari,"Cafe, Mexican, Italian",800.0,2
Rajathadri Food Fort,Yes,4.0,465,Jayanagar,"South Indian, North Indian, Chinese, Street Food",600.0,2
Brew Meister,Yes,4.1,970,Jayanagar,"North Indian, Continental, Finger Food, American, Asian",1500.0,1
Rasoi,Yes,3.3,128,Banashankari,"North Indian, Chinese",300.0,0
Mr. Singh Da Dhaba,Yes,3.6,241,Kumaraswamy Layout,"North Indian, Chinese",300.0,2
Kababs N Biryani,Yes,3.4,22,Banashankari,South Indian,200.0,0
Ayodhya Upachar,Yes,4.3,734,Banashankari,"South Indian, North Indian, Chinese, Street Food",200.0,2
Biriyani Mane,Yes,3.8,130,Jayanagar,"North Indian, Biryani",400.0,2
Cafe Ajfan,Yes,4.2,261,Jayanagar,"Cafe, Continental, Beverages",700.0,2
Brundhavana Food Point,Yes,4.0,191,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Street Food, Beverages",300.0,2
SLV Corner Restaurant,Yes,4.1,364,Basavanagudi,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550.0,2
Hotel New Karavali,Yes,3.8,133,Banashankari,"Mangalorean, South Indian, North Indian",300.0,2
The Krishna Grand,Yes,3.9,888,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices",750.0,2
360 Atoms Restaurant And Cafe,Yes,3.1,13,Banashankari,"Cafe, Chinese, Continental, Italian",400.0,0
Roti Ghar,Yes,3.9,750,Basavanagudi,"North Indian, Chinese, South Indian",500.0,2
The Coffee Shack,Yes,4.2,164,Banashankari,"Cafe, Chinese, Continental, Italian",500.0,2
Kettle & Kegs,Yes,3.2,6,Banashankari,"Tea, Beverages",200.0,0
Baisakhi,Yes,3.8,527,Basavanagudi,North Indian,500.0,2
Corner House Ice Cream,No,4.3,345,Banashankari,"Ice Cream, Desserts",400.0,2
Poonam Sweets,No,4.4,356,Banashankari,Mithai,150.0,2
XO Belgian Waffle,Yes,3.7,17,Banashankari,"Desserts, Beverages",400.0,2
Old Mumbai Ice Cream,Yes,3.9,38,Banashankari,Ice Cream,150.0,2
Cake of the Day,No,3.7,78,Banashankari,Bakery,150.0,2
Amma's Pastries,No,3.8,60,Banashankari,Bakery,400.0,2
Kanti Sweets,Yes,4.0,115,Banashankari,"Mithai, Street Food",400.0,2
Sugar Rush,No,3.8,39,Banashankari,"Bakery, Desserts",300.0,2
Polar Bear,Yes,3.9,116,Banashankari,"Ice Cream, Desserts, Beverages, Sandwich",400.0,2
San Churro Cafe,Yes,3.8,918,Banashankari,"Cafe, Mexican, Italian",800.0,2
Anand Sweets and Savouries,No,3.7,46,Banashankari,"Mithai, Street Food",400.0,2
Ibaco,Yes,3.9,41,Banashankari,Desserts,300.0,2
Kirthi's Biryani,Yes,3.8,144,Banashankari,"Chinese, Cafe, Italian",700.0,2
The Lassi and Juice Park,No,3.8,28,Banashankari,"Juices, Desserts",150.0,2
Stoned Monkey,Yes,4.3,860,Banashankari,"Desserts, Ice Cream",500.0,2
Parimala Sweets,No,3.5,14,Banashankari,"Mithai, Street Food",200.0,0
The Big O Bakes,No,4.0,66,Banashankari,"Bakery, Desserts",300.0,2
Shree Mahalakshmi Sweets,Yes,3.2,8,Banashankari,"Mithai, Street Food",100.0,0
Keventers,Yes,3.7,54,Banashankari,"Desserts, Beverages, Ice Cream",400.0,2
Dessert Rose,No,3.5,7,Banashankari,Desserts,500.0,0
Thanco's Natural Ice Creams,No,3.2,9,Banashankari,Ice Cream,300.0,0
Corner Stone,No,3.6,42,Banashankari,"Beverages, Juices, Desserts, Italian",300.0,2
Kaggis,No,3.8,64,Banashankari,"Fast Food, Bakery",250.0,2
Cocoa Bakes,Yes,3.6,14,Banashankari,"Bakery, Desserts",350.0,2
Floured-Baked With Love,No,3.8,45,Banashankari,Bakery,400.0,2
CAFE NOVA,No,3.2,11,Banashankari,"Cafe, Bakery",600.0,0
Cakes & Slices,No,3.5,13,Banashankari,"Bakery, Desserts",300.0,0
Arun Ice Cream,No,3.4,7,Banashankari,"Ice Cream, Desserts",150.0,0
Just Bake,No,3.4,8,Banashankari,"Bakery, Desserts",400.0,0
Kwality Wall's Swirl's Happiness Station,No,2.9,25,Banashankari,"Ice Cream, Desserts",200.0,0
Sweet N Swirl,No,3.2,17,Banashankari,"Desserts, Ice Cream",150.0,0
Sweet Truth,Yes,3.9,35,Banashankari,"Bakery, Desserts",500.0,2
Waffle-A-Go Go,Yes,3.9,70,Banashankari,"Fast Food, Desserts, Ice Cream",400.0,2
Sri Venkateshwara Sweet Meat Stall,No,4.0,98,Basavanagudi,"Mithai, Street Food, North Indian, Chinese",400.0,2
Baskin Robbins,No,3.7,25,Basavanagudi,"Ice Cream, Desserts",250.0,2
Redberrys,Yes,4.0,219,Basavanagudi,"Cafe, Italian",600.0,2
Amande Patisserie,Yes,4.0,73,Basavanagudi,"Bakery, French, Desserts",300.0,2
Srinivasa Brahmins Bakery,No,3.6,16,Basavanagudi,"Bakery, Street Food",150.0,2
Jain Bakes,No,3.6,8,Basavanagudi,"Bakery, Desserts",250.0,2
Cake Ghar,Yes,3.8,15,Basavanagudi,Bakery,400.0,2
KC Das - Sweet Spot,No,3.6,46,Basavanagudi,"Mithai, Street Food",200.0,2
Diabetics Dezire Sugarless Sweets and Bakes,Yes,3.3,13,Basavanagudi,"Desserts, Mithai",300.0,0
Cake Yard,Yes,3.3,9,Basavanagudi,Desserts,250.0,0
Iceberg Icecreams,Yes,4.0,43,Basavanagudi,"Desserts, Ice Cream",250.0,2
A2B Veg - Adyar Ananda Bhavan,Yes,2.7,97,Basavanagudi,"South Indian, North Indian, Chinese, Street Food",400.0,0
Sri Krishna Sweets,Yes,3.7,22,Basavanagudi,"Mithai, Desserts",250.0,2
Cake Art,No,3.5,15,Basavanagudi,Bakery,400.0,0
Asha Sweets Centre,Yes,3.6,27,Basavanagudi,Fast Food,250.0,2
The Krishna Grand,Yes,3.9,888,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices",750.0,2
Sea Spice by 7 Star,Yes,4.0,349,Banashankari,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,1
Mini Punjabi Dhaba,Yes,4.2,287,Banashankari,North Indian,350.0,2
Onesta,Yes,4.6,2556,Banashankari,"Pizza, Cafe, Italian",600.0,4
Wamama,Yes,4.2,354,Banashankari,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800.0,2
Jalsa,Yes,4.1,775,Banashankari,"North Indian, Mughlai, Chinese",800.0,2
Vinny's,Yes,4.2,2115,Banashankari,"Pizza, Italian, Continental, Desserts",800.0,4
Jcubez,No,3.8,977,Banashankari,Finger Food,1300.0,1
Gustoes Beer House,No,4.1,868,Banashankari,"Continental, Italian, Mexican, North Indian, Chinese, Steak",1200.0,1
Penthouse Cafe,Yes,4.0,324,Banashankari,"Cafe, Italian, Continental",700.0,2
Spice Elephant,Yes,4.1,787,Banashankari,"Chinese, North Indian, Thai",800.0,2
Smacznego,Yes,4.2,504,Banashankari,"Cafe, Mexican, Italian, Momos, Beverages",550.0,2
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Yes,4.1,402,Banashankari,Cafe,500.0,2
Cafe Shuffle,Yes,4.2,150,Banashankari,"Cafe, Italian, Continental",600.0,2
The Coffee Shack,Yes,4.2,164,Banashankari,"Cafe, Chinese, Continental, Italian",500.0,2
Peppy Peppers,No,4.2,244,Banashankari,"Italian, North Indian, Mexican",800.0,2
Anna Kuteera,Yes,4.0,771,Banashankari,"South Indian, North Indian, Chinese",450.0,2
Szechuan Dragon,Yes,4.2,1647,Banashankari,"Chinese, Thai, Momos",600.0,4
1947,No,4.0,808,Banashankari,"North Indian, Chinese",850.0,2
Caf-Eleven,No,4.0,424,Banashankari,"Cafe, Continental",450.0,2
Thamboola,Yes,3.9,135,Banashankari,"North Indian, Chinese, Continental",800.0,2
Havyaka Mess,No,3.9,28,Banashankari,South Indian,300.0,2
San Churro Cafe,Yes,3.8,918,Banashankari,"Cafe, Mexican, Italian",800.0,2
Cafe Vivacity,Yes,3.8,90,Banashankari,Cafe,650.0,2
Chung Wah,Yes,3.9,519,Banashankari,"Chinese, Momos, Thai, Vietnamese",900.0,2
Vietnamese Kitchen,Yes,3.6,105,Banashankari,Vietnamese,700.0,2
Blue Wings Bar & Restaurant,No,3.7,43,Banashankari,"North Indian, Chinese",700.0,2
Anand Sweets and Savouries,No,3.7,46,Banashankari,"Mithai, Street Food",400.0,2
Catch-up-ino,Yes,3.9,133,Banashankari,"Cafe, Fast Food, Continental, Chinese, Momos",800.0,2
Kirthi's Biryani,Yes,3.8,144,Banashankari,"Chinese, Cafe, Italian",700.0,2
T3H Cafe,No,3.9,93,Banashankari,"Cafe, Italian, American",300.0,2
Srikrishna Bhavan,Yes,3.8,42,Banashankari,"South Indian, North Indian, Chinese",300.0,2
Dal Tadkaa,Yes,2.5,247,Banashankari,North Indian,500.0,0
360 Atoms Restaurant And Cafe,Yes,3.1,13,Banashankari,"Cafe, Chinese, Continental, Italian",400.0,0
New Imperial Restaurant,No,3.7,39,Banashankari,"North Indian, Chinese",450.0,2
The Vintage Cafe,Yes,3.0,62,Banashankari,"Cafe, French, North Indian",400.0,0
Green Gardenia,Yes,3.8,160,Banashankari,"North Indian, Chinese",700.0,2
Parimala Sweets,No,3.5,14,Banashankari,"Mithai, Street Food",200.0,0
Vaishali Deluxe,No,3.8,42,Banashankari,"North Indian, Chinese",700.0,2
Paradise Premium,Yes,3.1,119,Banashankari,"Biryani, Andhra, Hyderabadi, North Indian",700.0,0
Kadala Tarangaa,Yes,3.6,129,Banashankari,"Mangalorean, Seafood, North Indian",600.0,2
Vi Ra's Bar and Restaurant,No,3.3,62,Banashankari,"South Indian, North Indian, Chinese",800.0,0
Sri Yaksha Shiv Sagar,Yes,3.6,24,Banashankari,"North Indian, Chinese",600.0,2
Nandhini Deluxe,No,2.6,283,Banashankari,North Indian,600.0,0
Corner Stone,No,3.6,42,Banashankari,"Beverages, Juices, Desserts, Italian",300.0,2
Karavali Fish Center,No,3.4,10,Banashankari,"Mangalorean, Chinese",300.0,0
Ayda Persian Kitchen,No,3.7,39,Banashankari,"North Indian, Iranian",950.0,2
J Spice,Yes,3.8,59,Banashankari,"North Indian, Chinese",750.0,2
Swadesh Tadka,Yes,3.5,179,Banashankari,"North Indian, Chinese, Beverages",600.0,0
Iyer's Tiffin Centre,No,3.8,62,Banashankari,"South Indian, Chinese",150.0,2
Kydz Adda,No,3.4,6,Banashankari,Continental,500.0,0
K27 - The Pub,No,3.1,30,Banashankari,"Chinese, North Indian",1000.0,0
Kotian Karavali Restaurant,No,3.5,10,Banashankari,"South Indian, Biryani",300.0,0
Food Box Cafe,No,3.6,36,Banashankari,"Mughlai, North Indian, Chinese",500.0,2
Hide Out Cafe,No,3.7,31,Banashankari,Cafe,300.0,2
CAFE NOVA,No,3.2,11,Banashankari,"Cafe, Bakery",600.0,0
Darbar,No,3.0,98,Banashankari,"North Indian, Chinese",800.0,0
Sri Ganesh Juice and Chats,No,3.5,18,Banashankari,"Juices, Street Food",150.0,0
Manifest Cafe,No,3.5,10,Banashankari,"South Indian, North Indian, Chinese",500.0,0
Beijing Bites,No,2.7,128,Banashankari,"Chinese, Thai",850.0,0
The Pizzeria,Yes,2.8,45,Banashankari,"Pizza, Italian, Salad",800.0,0
Sri Krishna Sagar,Yes,3.2,119,Banashankari,"North Indian, Chinese",400.0,0
Lassi Stop,Yes,3.4,12,Banashankari,"Beverages, Fast Food, Juices",150.0,0
Sea Green Cafe,No,3.3,4,Banashankari,"Cafe, Fast Food, Beverages",500.0,0
As On Fire,Yes,3.5,41,South Bangalore,"Pizza, Fast Food, BBQ",400.0,0
Pizza Hut,Yes,3.7,405,Banashankari,"Pizza, Fast Food",750.0,2
New Prashanth Hotel,Yes,3.9,388,Banashankari,"Biryani, North Indian, Seafood, Andhra",650.0,2
Taaza Thindi,No,4.7,651,Banashankari,South Indian,100.0,2
Ayodhya Upachar,Yes,4.3,734,Banashankari,"South Indian, North Indian, Chinese, Street Food",200.0,2
Petoo,No,3.7,21,Banashankari,North Indian,450.0,2
Roving Feast,No,4.0,1047,Banashankari,"Italian, Continental, Fast Food, Chinese, Momos",450.0,2
KFC,Yes,3.8,505,Banashankari,"Burger, Fast Food",450.0,2
Five Star Chicken,No,3.6,55,Banashankari,"Fast Food, Burger",200.0,2
Gama Gama,Yes,3.9,264,Banashankari,South Indian,200.0,2
Hotel New Karavali,Yes,3.8,133,Banashankari,"Mangalorean, South Indian, North Indian",300.0,2
McDonald's,Yes,3.9,286,Banashankari,"Burger, Fast Food",500.0,2
Sri Laxmi Venkateshwara Coffee Bar,No,4.4,343,Banashankari,South Indian,100.0,2
Bhattara Bhojana,Yes,3.6,66,Banashankari,South Indian,150.0,2
Davanagere Benne Dose Hut,Yes,3.4,10,Banashankari,South Indian,100.0,0
Utsav Restaurant,Yes,3.8,61,Banashankari,"North Indian, Chinese",300.0,2
Messy Bowl,No,3.8,70,Banashankari,"Fast Food, Beverages",500.0,2
Devanna Dum Biriyani Centre,Yes,3.6,28,Banashankari,"Biryani, South Indian",300.0,2
Janahaar,Yes,3.8,70,Banashankari,South Indian,100.0,2
Stop 'N' Joy,Yes,3.8,28,Banashankari,Fast Food,150.0,2
Dodda Mane Baaduta,Yes,3.5,15,Banashankari,"North Indian, South Indian, Chinese, Biryani",250.0,0
Chickpet Donne Biryani House,Yes,3.8,131,Banashankari,Biryani,250.0,2
Brahmin Cafe,No,3.8,19,Banashankari,South Indian,150.0,2
Chumma Delicious,Yes,3.7,237,Banashankari,"South Indian, Fast Food",200.0,2
Udupi Upachar,Yes,3.3,6,Banashankari,"South Indian, North Indian",500.0,0
Bengaluru Coffee House,Yes,4.1,201,Banashankari,"South Indian, North Indian, Chinese, Street Food",300.0,2
Foodiction,Yes,2.8,506,Banashankari,"North Indian, Fast Food, Chinese, Burger",500.0,0
The Biryani Cafe,No,4.1,520,Banashankari,"Biryani, Chinese, Kebab",300.0,2
Banashankari Donne Biriyani,Yes,3.8,104,Banashankari,"Biryani, Fast Food",300.0,2
Addhuri Udupi Bhojana,No,3.7,88,Banashankari,"South Indian, North Indian",300.0,2
Vasanth Vihar - Since 1965,Yes,3.6,95,Banashankari,"South Indian, Street Food",150.0,2
Subway,Yes,3.7,136,Banashankari,"Salad, Fast Food",600.0,2
SGS Non Veg - Gundu Pulav,Yes,3.8,101,Banashankari,"Biryani, Fast Food",400.0,2
Udupi Ruchi Grand,Yes,4.2,60,Banashankari,"South Indian, North Indian, Chinese, Street Food",200.0,2
Hotel Mangala,No,3.9,88,Banashankari,South Indian,250.0,2
Simple Thindies,No,3.5,8,Banashankari,South Indian,200.0,0
Rolls On Wheels,No,3.4,145,Banashankari,"Fast Food, Rolls, Momos",300.0,0
Chilli Flakes,Yes,3.6,46,Banashankari,"Fast Food, Italian, Beverages",500.0,2
Kababs N Biryani,Yes,3.4,22,Banashankari,South Indian,200.0,0
Udupi Ruchi,Yes,3.9,57,Banashankari,"South Indian, North Indian, Chinese, Street Food",200.0,2
SLV Swadishta,No,3.8,189,Banashankari,South Indian,300.0,2
Kolbeh,No,3.7,22,Banashankari,Fast Food,500.0,2
Kolkata Kathi Roll's,Yes,3.6,18,Banashankari,"Fast Food, Rolls",250.0,2
Mylari Biryani Family Restaurant,Yes,3.7,73,Banashankari,"Biryani, Fast Food",400.0,2
Upahar Sagar,No,3.8,39,Banashankari,"South Indian, Chinese, North Indian",350.0,2
